PLAYER,Country,Year,ScoringAvg,BirdieAvg,DrivingDistance,TotalDriving,GIR%,Scrambling,SG_Total,SG_ApproachGreen,SG_Putting,SG_OffTee,SG_AroundGreen,SG_TeeToGreen,Top10Finishes,#Wins,FedExCupPoints,WorldRank,Money
Brian Gay,USA,2021,72.193,3.19,286.8,295.0,60.71,56.77,-1.218,-0.774,0.203,-0.656,0.01,-1.421,1,1,579,0.5,916158
Rory McIlroy,NIR,2022,68.67,4.53,321.3,129.0,69.91,62.77,2.115,0.626,0.495,0.771,0.222,1.619,10,3,2104,9.07,8654566
Cameron Smith,AUS,2022,69.203,4.63,299.7,236.0,68.01,59.94,1.433,0.771,0.563,-0.125,0.223,0.869,7,3,2335,8.92,10107897
Matt Fitzpatrick,ENG,2022,69.217,3.69,303.8,121.0,66.83,69.62,1.792,0.28,0.425,0.636,0.452,1.368,10,1,1596,5.89,7012672
Scottie Scheffler,USA,2022,69.293,4.6,311.6,119.0,72.29,59.9,1.677,0.819,0.202,0.356,0.3,1.475,11,4,3556,9.94,14046910
Xander Schauffele,USA,2022,69.462,4.32,308.5,95.0,70.52,62.04,1.652,0.701,0.343,0.372,0.235,1.309,7,3,2153,7.34,7427299
Patrick Cantlay,USA,2022,69.468,4.44,308.0,133.0,69.28,65.43,1.522,0.363,0.367,0.526,0.266,1.156,12,2,2108,8.32,9369605
Justin Thomas,USA,2022,69.493,4.58,314.3,181.0,68.35,64.67,1.68,0.696,0.091,0.538,0.355,1.589,10,1,1783,6.59,6829576
Tommy Fleetwood,ENG,2022,69.653,3.77,301.5,201.0,65.67,64.45,1.05,0.181,0.375,0.027,0.467,0.675,5,0,766,3.0,2874008
Shane Lowry,IRL,2022,69.661,3.69,306.9,131.0,67.91,67.46,1.175,0.679,0.162,0.16,0.173,1.013,4,0,942,4.03,3616679
Will Zalatoris,USA,2022,69.698,4.32,314.7,172.0,70.91,58.54,1.767,1.063,-0.003,0.602,0.106,1.77,9,1,1680,6.4,9405082
Tony Finau,USA,2022,69.748,4.22,308.0,169.0,71.25,63.6,1.499,0.659,0.091,0.543,0.206,1.408,7,2,1912,5.26,6117886
Jon Rahm,ESP,2022,69.755,4.17,318.9,61.0,71.59,57.54,1.656,0.363,0.367,1.025,-0.098,1.29,8,1,1449,7.3,5248220
Sungjae Im,KOR,2022,69.762,3.99,303.7,98.0,70.83,66.02,1.668,0.308,0.326,0.651,0.383,1.342,9,1,1733,4.21,5567974
Sam Burns,USA,2022,69.768,4.33,309.6,186.0,68.68,59.65,1.39,0.554,0.553,0.067,0.217,0.838,8,3,2275,5.67,7073986
Joaquin Niemann,CHI,2022,69.829,4.15,309.1,178.0,67.92,61.9,1.274,0.527,-0.061,0.545,0.263,1.335,5,1,1228,3.95,5076060
Cameron Young,USA,2022,69.844,4.41,319.3,125.0,64.91,62.55,1.265,0.098,0.141,0.914,0.112,1.124,7,0,1774,4.42,6520598
Collin Morikawa,USA,2022,69.863,4.03,301.8,112.0,68.61,59.59,0.978,0.854,-0.088,0.361,-0.149,1.066,8,0,1089,6.33,4837271
Keith Mitchell,USA,2022,69.916,4.06,311.8,91.0,67.64,63.67,1.074,0.024,0.209,0.761,0.079,0.865,6,0,888,1.97,3068341
Russell Henley,USA,2022,69.933,4.21,298.7,120.0,70.94,56.86,1.192,0.969,-0.162,0.06,0.325,1.354,4,0,934,2.1,2837505
Corey Conners,CAN,2022,69.941,3.86,302.7,98.0,71.9,59.09,1.143,0.601,-0.099,0.7,-0.06,1.242,4,0,936,3.11,3876590
Aaron Wise,USA,2022,69.944,4.07,308.3,154.0,69.06,62.63,1.053,0.489,0.1,0.387,0.076,0.952,4,0,952,2.69,3454521
Denny McCarthy,USA,2022,69.971,3.62,291.6,202.0,65.33,65.54,0.837,-0.059,0.818,-0.183,0.261,0.019,5,0,842,1.62,2882771
Max Homa,USA,2022,69.972,3.94,306.3,144.0,65.99,59.96,1.343,0.384,0.369,0.425,0.165,0.975,5,2,1625,3.76,5289842
Tyrrell Hatton,ENG,2022,70.01,3.88,305.7,226.0,64.06,57.0,1.034,0.153,0.742,-0.047,0.186,0.292,3,0,749,3.02,2849792
Billy Horschel,USA,2022,70.023,3.8,297.3,147.0,68.17,62.59,1.031,-0.067,0.448,0.237,0.413,0.583,5,1,1403,4.63,4940600
Talor Gooch,USA,2022,70.063,4.1,304.4,133.0,69.33,60.71,1.022,0.653,0.005,-0.138,0.502,1.017,4,1,1302,2.7,3718990
Hideki Matsuyama,JPN,2022,70.116,4.18,304.7,172.0,68.29,64.23,1.015,0.711,-0.028,0.127,0.206,1.044,6,2,1697,4.55,5776298
Viktor Hovland,NOR,2022,70.163,4.37,308.4,107.0,66.98,59.38,0.768,0.606,0.389,0.423,-0.651,0.379,5,1,1314,6.0,4868461
Brian Harman,USA,2022,70.195,3.52,292.2,180.0,67.09,62.89,0.608,0.177,0.118,0.127,0.186,0.49,6,0,694,2.7,3226839
Mito Pereira,CHI,2022,70.216,3.75,303.9,164.0,69.6,61.81,1.111,0.679,0.012,0.386,0.047,1.099,3,0,888,2.28,2797925
Jordan Spieth,USA,2022,70.24,4.07,308.4,187.0,67.42,61.98,0.839,0.416,-0.207,0.335,0.295,1.046,6,1,1574,5.54,5018444
Davis Riley,USA,2022,70.259,4.15,307.6,110.0,66.96,57.78,0.578,0.161,0.107,0.312,-0.003,0.471,6,0,1045,1.78,3190793
Maverick McNealy,USA,2022,70.282,4.1,307.4,175.0,66.79,57.98,0.683,-0.004,0.454,0.277,-0.044,0.229,4,0,936,1.76,2689754
Mark Hubbard,USA,2022,70.284,3.75,288.3,232.0,68.3,63.92,0.6,0.494,0.239,-0.13,-0.003,0.361,2,0,508,0.92,1179782
Matt Kuchar,USA,2022,70.291,3.73,287.9,228.0,63.93,69.2,0.756,-0.035,0.544,-0.272,0.519,0.212,3,0,696,1.64,2051300
J.T. Poston,USA,2022,70.295,3.72,298.2,215.0,66.73,64.9,0.697,0.018,0.279,0.18,0.218,0.417,4,1,1146,2.11,3292443
Seamus Power,IRL,2022,70.303,3.95,301.0,165.0,68.66,62.95,0.55,0.013,0.283,0.163,0.091,0.267,5,0,990,2.59,3100241
Christiaan Bezuidenhout,RSA,2022,70.32,3.54,291.6,222.0,66.04,66.05,0.753,0.12,0.653,-0.035,0.015,0.1,1,0,698,1.87,2233289
Troy Merritt,USA,2022,70.338,3.66,292.2,202.0,63.31,62.06,0.506,0.046,0.276,0.201,-0.018,0.23,2,0,639,1.45,1906304
Keegan Bradley,USA,2022,70.354,3.79,307.5,148.0,66.18,58.32,1.053,0.437,0.067,0.433,0.115,0.986,6,0,925,2.34,3623137
Tom Hoge,USA,2022,70.366,3.92,298.1,186.0,66.32,64.26,0.768,0.664,-0.009,0.058,0.056,0.777,6,1,1424,2.52,4310046
Charles Howell III,USA,2022,70.389,4.19,304.1,137.0,70.99,60.28,0.68,0.064,-0.195,0.398,0.413,0.876,1,0,400,0.89,1026002
Justin Rose,ENG,2022,70.406,3.91,299.5,190.0,64.92,57.77,0.505,0.065,0.45,0.022,-0.032,0.055,2,0,458,1.96,1426994
Harold Varner III,USA,2022,70.422,4.07,305.8,224.0,66.51,60.82,0.554,0.458,-0.194,-0.058,0.348,0.748,3,0,682,2.53,2294141
Chris Kirk,USA,2022,70.425,3.56,300.1,134.0,66.14,62.89,0.999,0.256,-0.033,0.367,0.408,1.031,4,0,707,1.89,2408913
Brendon Todd,USA,2022,70.439,3.76,279.0,199.0,64.99,64.44,0.519,-0.065,0.781,-0.34,0.144,-0.262,2,0,592,1.24,1659052
Scott Stallings,USA,2022,70.457,3.95,306.0,222.0,65.39,61.87,0.558,0.191,0.267,-0.024,0.124,0.291,7,0,852,1.99,3933593
Gary Woodland,USA,2022,70.457,3.36,309.9,164.0,66.1,61.05,0.804,0.318,0.039,0.303,0.144,0.765,5,0,573,1.58,1992732
Andrew Putnam,USA,2022,70.468,3.54,284.8,223.0,66.55,65.72,0.437,0.032,0.31,-0.238,0.333,0.127,2,0,498,1.32,1920393
Taylor Pendrith,CAN,2022,70.506,4.04,316.1,147.0,70.66,60.53,0.619,0.115,-0.092,0.591,0.005,0.711,3,0,663,1.36,2330840
Adam Scott,AUS,2022,70.506,4.01,312.4,178.0,67.67,57.76,0.619,0.256,0.279,0.158,-0.075,0.34,5,0,551,2.86,2913198
Marc Leishman,AUS,2022,70.511,3.96,307.1,199.0,66.36,61.24,0.784,0.166,0.507,-0.021,0.132,0.277,3,0,656,1.93,2015561
Jhonattan Vegas,VEN,2022,70.521,3.69,315.7,172.0,68.11,57.01,0.375,0.396,-0.232,0.393,-0.182,0.607,1,0,428,1.34,1097633
Sebastián Muñoz,COL,2022,70.524,3.77,303.7,137.0,66.47,60.28,0.47,0.331,-0.066,0.232,-0.027,0.536,3,0,795,1.88,2545121
Alex Smalley,USA,2022,70.535,3.71,306.5,144.0,68.28,60.45,0.12,0.26,-0.233,0.207,-0.115,0.352,3,0,658,1.2,1631567
Alex Noren,SWE,2022,70.545,3.59,299.8,248.0,65.71,64.56,0.482,0.002,0.457,-0.019,0.042,0.026,3,0,681,2.04,1971531
Martin Laird,SCO,2022,70.574,3.44,298.0,121.0,68.77,63.34,0.39,0.444,-0.47,0.175,0.24,0.86,1,0,421,0.94,1094313
K.H. Lee,KOR,2022,70.578,3.7,302.5,140.0,65.82,59.87,0.418,-0.009,0.13,0.22,0.077,0.288,2,1,853,2.58,3347180
Webb Simpson,USA,2022,70.583,3.78,300.6,128.0,64.6,58.24,0.367,0.143,0.038,-0.044,0.23,0.329,1,0,346,1.58,1041955
Adam Hadwin,CAN,2022,70.595,3.82,297.2,161.0,67.84,61.61,0.678,0.274,0.127,-0.084,0.361,0.55,5,0,721,1.6,2574396
Patrick Rodgers,USA,2022,70.595,3.36,309.3,216.0,68.17,59.34,0.563,0.091,0.36,0.163,-0.051,0.203,3,0,517,0.81,1327382
Matthias Schwab,AUT,2022,70.598,3.66,293.8,260.0,68.65,59.24,0.261,0.18,0.118,-0.241,0.204,0.143,3,0,353,0.72,955840
Russell Knox,SCO,2022,70.603,3.38,293.7,171.0,71.41,58.08,0.143,0.45,-0.417,0.139,-0.03,0.559,2,0,514,0.92,1683424
Aaron Rai,ENG,2022,70.637,3.51,295.4,151.0,68.79,60.2,0.383,0.301,-0.106,0.146,0.042,0.49,2,0,491,1.0,1346601
Mackenzie Hughes,CAN,2022,70.64,3.6,298.0,245.0,62.8,59.74,0.302,-0.206,0.509,-0.289,0.288,-0.207,3,0,783,1.6,2276212
J.J. Spaun,USA,2022,70.669,3.81,294.7,184.0,67.02,60.11,0.308,0.127,0.1,0.124,-0.043,0.208,3,1,985,1.5,2951152
Luke List,USA,2022,70.679,3.66,314.8,177.0,69.72,57.34,0.476,0.594,-0.895,0.677,0.099,1.371,3,1,938,1.72,2734720
Brendan Steele,USA,2022,70.679,3.44,307.8,123.0,69.33,60.55,0.343,0.325,-0.541,0.694,-0.135,0.884,4,0,689,1.41,2531909
Cam Davis,AUS,2022,70.714,4.0,308.5,189.0,65.31,59.57,0.542,0.269,0.096,0.138,0.038,0.446,5,0,614,1.91,1989011
Lanto Griffin,USA,2022,70.735,3.85,301.6,211.0,65.46,59.38,0.292,0.438,0.121,0.012,-0.279,0.171,4,0,592,1.14,1717566
John Huh,USA,2022,70.737,3.97,292.0,186.0,66.82,59.5,0.276,0.171,-0.011,-0.012,0.128,0.287,2,0,612,1.09,1631948
Cameron Tringale,USA,2022,70.761,3.76,301.9,205.0,67.45,57.88,0.269,0.294,0.007,-0.135,0.103,0.262,5,0,957,2.01,3050519
Ryan Palmer,USA,2022,70.763,3.52,305.6,200.0,66.75,56.86,0.142,-0.056,-0.314,0.404,0.109,0.457,1,0,391,1.34,1167801
Wyndham Clark,USA,2022,70.771,3.73,319.0,181.0,65.23,60.79,0.231,-0.375,0.358,0.209,0.039,-0.127,3,0,527,0.94,1544055
Jason Kokrak,USA,2022,70.778,3.72,309.2,116.0,65.3,60.63,0.337,0.026,0.252,0.117,-0.058,0.085,1,1,801,2.57,2339960
Sahith Theegala,USA,2022,70.788,3.83,304.3,238.0,66.47,63.05,0.339,0.185,-0.043,0.03,0.167,0.382,5,0,886,2.04,3124668
Callum Tarren,ENG,2022,70.801,3.74,312.4,196.0,66.91,57.18,0.208,0.197,-0.013,0.122,-0.097,0.222,3,0,405,0.67,1034362
David Lipsky,USA,2022,70.802,3.65,295.2,168.0,68.12,56.83,0.346,0.354,-0.036,0.001,0.026,0.382,3,0,505,0.89,1269468
C.T. Pan,TPE,2022,70.803,3.67,296.7,183.0,66.53,60.12,0.276,0.2,0.022,-0.027,0.08,0.254,2,0,473,1.02,1313259
Jason Day,AUS,2022,70.806,3.91,301.6,174.0,64.72,59.94,0.201,-0.137,0.089,0.018,0.231,0.112,2,0,385,1.05,1086460
Stephan Jaeger,GER,2022,70.841,3.74,293.0,291.0,63.46,60.11,0.107,0.177,0.027,-0.506,0.408,0.08,2,0,480,1.07,1289503
Nick Hardy,USA,2022,70.845,3.8,305.7,189.0,68.74,54.82,0.115,-0.134,0.175,0.386,-0.312,-0.059,1,0,288,0.85,820728
Joel Dahmen,USA,2022,70.855,3.84,292.1,173.0,67.91,55.4,-0.021,0.195,-0.126,0.14,-0.229,0.105,3,0,524,1.24,1712942
Anirban Lahiri,IND,2022,70.869,3.49,298.2,175.0,64.89,59.12,0.231,-0.18,-0.181,0.448,0.145,0.413,3,0,642,1.5,3084598
Adam Svensson,CAN,2022,70.877,4.04,293.4,194.0,67.44,56.48,0.193,0.331,0.044,-0.005,-0.178,0.148,3,0,483,1.06,1209000
Matt Jones,AUS,2022,70.879,3.79,306.5,221.0,65.57,60.05,0.394,0.107,-0.447,0.253,0.48,0.841,2,0,653,1.56,1914560
Kurt Kitayama,USA,2022,70.882,3.81,310.8,200.0,65.79,58.47,0.29,0.149,-0.017,0.142,0.016,0.307,3,0,839,1.96,2547912
Lee Hodges,USA,2022,70.889,3.56,300.3,172.0,69.12,58.61,0.132,0.256,-0.245,0.119,0.002,0.377,2,0,424,0.85,1377251
Kevin Streelman,USA,2022,70.901,3.53,295.8,137.0,66.48,64.41,0.397,0.054,-0.091,0.304,0.129,0.488,2,0,509,1.31,1354092
Nate Lashley,USA,2022,70.902,4.04,295.2,185.0,67.69,60.63,0.29,0.093,0.206,0.017,-0.026,0.084,1,0,427,0.59,976895
Robert Streb,USA,2022,70.906,3.31,300.4,202.0,64.32,61.35,0.047,-0.042,-0.019,0.037,0.071,0.066,3,0,385,0.84,1120076
Si Woo Kim,KOR,2022,70.916,3.85,301.1,134.0,65.59,61.45,0.227,0.072,-0.404,0.287,0.272,0.631,1,0,751,1.69,2234151
Abraham Ancer,MEX,2022,70.917,3.84,297.1,124.0,66.86,60.69,0.139,0.026,0.165,0.395,-0.447,-0.026,3,0,510,3.21,1777504
Vince Whaley,USA,2022,70.923,4.14,302.0,264.0,63.79,58.12,-0.076,-0.466,0.341,-0.052,0.101,-0.417,2,0,438,0.67,1039817
Taylor Moore,USA,2022,70.939,4.01,302.0,153.0,68.25,58.75,0.123,-0.196,-0.027,0.243,0.103,0.15,4,0,623,1.28,1751237
Pat Perez,USA,2022,70.941,3.77,287.2,297.0,64.25,61.9,0.402,0.199,0.145,-0.402,0.46,0.257,2,0,345,0.91,1071981
Emiliano Grillo,ARG,2022,70.965,4.05,305.6,99.0,67.92,57.94,0.448,0.043,-0.022,0.48,-0.054,0.47,2,0,691,1.45,2094647
Kevin Kisner,USA,2022,70.966,3.83,290.4,197.0,67.17,59.74,0.387,-0.171,0.561,-0.317,0.314,-0.174,5,0,906,3.09,3757424
James Hahn,USA,2022,70.973,3.39,302.8,155.0,65.81,60.87,-0.058,0.013,-0.278,0.286,-0.079,0.22,3,0,400,0.69,1183254
Beau Hossler,USA,2022,70.98,3.47,309.3,209.0,63.49,58.7,0.071,-0.666,0.717,-0.121,0.141,-0.646,2,0,572,0.96,1716430
Rickie Fowler,USA,2022,70.987,3.45,309.4,158.0,62.21,56.94,-0.162,-0.161,-0.253,-0.022,0.274,0.092,1,0,324,0.96,1072929
Greyson Sigg,USA,2022,70.994,3.67,294.9,195.0,68.09,61.12,-0.049,0.056,-0.051,0.017,-0.071,0.002,1,0,397,0.83,884085
Brandon Wu,USA,2022,71.006,3.74,295.3,200.0,69.22,57.8,-0.195,-0.019,-0.065,0.165,-0.276,-0.13,4,0,586,0.89,1472515
Trey Mullinax,USA,2022,71.008,4.04,317.2,175.0,66.73,58.45,0.197,0.021,-0.158,0.451,-0.118,0.354,3,1,590,1.32,2172365
Dylan Frittelli,RSA,2022,71.013,3.56,304.1,255.0,64.64,59.29,-0.041,-0.007,0.061,-0.192,0.096,-0.102,1,0,401,1.02,1194625
Chez Reavie,USA,2022,71.039,3.44,283.9,196.0,66.54,60.35,-0.184,0.467,-0.368,-0.209,-0.074,0.184,3,1,715,1.31,1908670
Hayden Buckley,USA,2022,71.041,3.57,300.1,113.0,69.54,56.71,0.139,0.086,-0.308,0.568,-0.207,0.447,2,0,456,0.81,1303036
Doug Ghim,USA,2022,71.056,3.29,295.6,171.0,66.47,60.95,-0.157,0.158,-0.405,0.135,-0.045,0.248,1,0,385,0.85,1347458
Peter Malnati,USA,2022,71.059,3.93,297.1,284.0,64.29,58.91,0.08,-0.023,0.204,-0.268,0.167,-0.124,2,0,501,0.61,1288197
Sam Ryder,USA,2022,71.064,3.74,294.0,254.0,65.66,57.72,-0.028,0.062,0.109,-0.153,-0.046,-0.137,3,0,412,0.66,1257416
Michael Thompson,USA,2022,71.07,3.76,287.9,202.0,64.09,62.43,-0.11,-0.133,0.146,-0.255,0.132,-0.257,2,0,406,0.79,1148272
Danny Lee,NZL,2022,71.072,3.9,297.8,274.0,61.86,56.02,-0.654,-0.085,-0.263,0.072,-0.379,-0.391,3,0,490,0.66,1265934
Scott Piercy,USA,2022,71.084,3.68,295.8,274.0,62.63,59.85,0.012,-0.217,0.026,0.022,0.181,-0.014,1,0,410,0.7,1030752
Kramer Hickok,USA,2022,71.087,3.37,294.5,171.0,65.93,57.17,-0.285,0.041,-0.274,0.232,-0.283,-0.01,1,0,328,0.83,881229
Justin Lower,USA,2022,71.093,3.88,294.2,243.0,67.36,58.39,-0.261,0.093,0.252,-0.334,-0.272,-0.512,2,0,311,0.55,700545
Austin Smotherman,USA,2022,71.106,3.75,304.6,116.0,68.47,57.21,0.222,0.412,-0.262,0.428,-0.356,0.484,1,0,315,0.61,770827
Danny Willett,ENG,2022,71.114,3.47,297.2,194.0,64.52,60.61,0.004,-0.458,-0.066,0.016,0.513,0.07,1,0,304,1.09,914293
Stewart Cink,USA,2022,71.118,3.66,306.2,156.0,68.25,51.82,-0.252,-0.013,-0.09,0.1,-0.249,-0.162,2,0,376,1.36,1026158
Adam Schenk,USA,2022,71.118,3.42,304.0,215.0,64.44,57.99,-0.233,0.152,0.053,-0.052,-0.386,-0.286,3,0,461,0.98,1339523
Sepp Straka,AUT,2022,71.119,3.56,303.0,178.0,66.55,57.97,-0.029,-0.247,0.285,0.023,-0.09,-0.314,5,1,909,2.66,4722434
Lucas Herbert,AUS,2022,71.179,3.74,307.3,235.0,57.82,60.73,-0.28,-0.979,0.853,-0.247,0.094,-1.132,2,1,796,2.04,2558440
Chad Ramey,USA,2022,71.208,3.84,288.9,208.0,65.91,55.36,-0.51,0.053,-0.205,-0.192,-0.167,-0.306,2,1,568,1.03,1281224
Brooks Koepka,USA,2022,71.234,3.83,311.9,192.0,63.16,56.39,0.124,-0.064,0.262,0.21,-0.284,-0.137,2,0,412,3.03,1317085
Francesco Molinari,ITA,2022,71.263,3.72,295.4,221.0,63.42,57.31,0.053,-0.142,0.126,-0.267,0.336,-0.073,1,0,272,1.14,816460
Lucas Glover,USA,2022,71.27,3.71,297.5,128.0,68.28,54.43,-0.195,0.368,-0.568,0.23,-0.224,0.373,2,0,349,1.57,1941796
Patton Kizzire,USA,2022,71.285,3.72,303.7,223.0,65.56,59.5,-0.143,0.213,-0.136,-0.16,-0.061,-0.007,1,0,351,0.89,985293
Michael Gligic,CAN,2022,71.296,3.69,301.2,203.0,67.29,59.09,-0.101,-0.087,-0.084,0.168,-0.097,-0.017,1,0,283,0.55,652204
Brian Stuard,USA,2022,71.332,3.29,277.4,196.0,64.98,61.85,-0.656,0.021,-0.349,-0.475,0.146,-0.307,2,0,285,0.58,705260
Matthew Wolff,USA,2022,71.375,3.81,318.4,198.0,62.17,55.31,-0.259,-0.632,0.423,-0.234,0.183,-0.683,2,0,572,1.39,1485181
Matt Wallace,ENG,2022,71.4,3.57,303.7,188.0,65.97,54.81,-0.685,-0.109,-0.003,-0.45,-0.123,-0.681,2,0,316,1.12,918351
Erik van Rooyen,RSA,2022,71.453,3.63,299.4,182.0,65.05,51.66,-0.292,0.411,-0.333,0.09,-0.46,0.041,1,0,269,1.57,927524
Doc Redman,USA,2022,71.467,3.61,294.8,241.0,67.3,56.34,-0.264,0.146,0.125,-0.114,-0.421,-0.389,1,0,304,0.51,849809
Hudson Swafford,USA,2022,71.49,4.03,307.4,135.0,66.75,54.05,-0.314,0.438,0.002,-0.008,-0.747,-0.316,1,1,640,1.36,1714926
Cameron Champ,USA,2022,71.527,3.73,321.4,133.0,67.16,55.59,-0.082,-0.178,-0.177,0.637,-0.365,0.095,2,0,288,1.21,940458
Kevin Tway,USA,2022,71.554,3.4,310.2,208.0,64.79,58.2,-0.572,-0.654,0.129,-0.105,0.058,-0.701,1,0,361,0.56,927182
Max McGreevy,USA,2022,71.556,3.63,289.8,221.0,63.58,57.63,-0.662,-0.225,-0.129,-0.316,0.009,-0.533,2,0,404,0.75,999625
Chesson Hadley,USA,2022,71.565,3.73,301.8,241.0,65.35,59.12,-0.173,-0.003,0.511,-0.433,-0.248,-0.684,4,0,404,0.69,1195172
Harry Higgs,USA,2022,71.606,3.15,301.8,240.0,61.39,60.61,-0.824,-0.6,0.215,-0.35,-0.089,-1.039,1,0,272,0.81,834333
Carlos Ortiz,MEX,2022,71.632,3.77,303.4,215.0,63.39,55.72,-0.622,-0.141,-0.061,-0.069,-0.351,-0.561,1,0,414,1.08,1087463
Martin Trainer,FRA,2022,71.841,3.56,305.5,232.0,63.53,56.45,-0.885,-0.938,0.52,-0.34,-0.127,-1.405,2,0,270,0.34,726985
Nick Watney,USA,2022,72.038,3.26,301.2,264.0,66.81,54.41,-0.914,0.131,-0.186,-0.553,-0.306,-0.728,1,0,387,0.38,1012572
